,season_name,season,full_name,castaway,age,age_group,city,state,Lat,Lon,personality_type,personality_name,day,order,result,total_votes_received,immunity_idols_won
696,Survivor: Africa,3,Diane Ogden,Diane,42,36-45,Lincoln,Nebraska,40.8088861,-96.7077751,ESTP,Entrepreneur,3,1,1st voted out,6,0
697,Survivor: Africa,3,Jessie Camacho,Jessie,26,26-35,Orlando,Florida,28.5421109,-81.3790304,ISFP,Adventurer,6,2,2nd voted out,5,0
698,Survivor: Africa,3,Carl Bilancione,Carl,46,46-55,Winter Springs,Florida,28.6987064,-81.3054759,ESTJ,Executive,9,3,3rd voted out,7,0
699,Survivor: Africa,3,Linda Spencer,Linda,44,36-45,Boston,Massachusetts,42.3602534,-71.0582912,ESFJ,Consul,12,4,4th voted out,4,0
700,Survivor: Africa,3,Silas Gaither,Silas,23,16-25,Los Angeles,California,34.0536909,-118.242766,ESTJ,Executive,15,5,5th voted out,8,0
701,Survivor: Africa,3,Lindsey Richter,Lindsey,26,26-35,Portland,Oregon,45.5202471,-122.6741949,ESFP,Entertainer,18,6,6th voted out,12,0
702,Survivor: Africa,3,Clarence Black,Clarence,24,16-25,Detroit,Michigan,42.3315509,-83.0466403,ISTP,Virtuoso,21,7,7th voted out,12,0
703,Survivor: Africa,3,Kelly Goldsmith,Kelly,22,16-25,San Diego,California,32.7174202,-117.1627728,ENTP,Debater,24,8,8th voted out,5,0
704,Survivor: Africa,3,Brandon Quinton,Brandon,25,16-25,Dallas,Texas,32.7762719,-96.7968559,ENFP,Campaigner,27,9,9th voted out,6,0
705,Survivor: Africa,3,Frank Garrison,Frank,43,36-45,Odessa,New York,42.336638,-76.7885635,ISTJ,Logistician,30,10,10th voted out,9,0
706,Survivor: Africa,3,Kim Powers,Kim P.,29,26-35,Conshohocken,Pennsylvania,40.0792766,-75.3015714,INFP,Mediator,33,11,11th voted out,4,0
707,Survivor: Africa,3,Teresa Cooper,Teresa,42,36-45,Jackson,Georgia,33.2945651,-83.9660209,ENFP,Campaigner,36,12,12th voted out,4,1
708,Survivor: Africa,3,Tom Buchanan,Tom,45,36-45,Rich Valley,Virginia,37.87170955,-79.63725902566932,ESTP,Entrepreneur,37,13,13th voted out,9,1
709,Survivor: Africa,3,Lex van den Berghe,Lex,38,36-45,Santa Cruz,California,37.050096,-121.9905908,ENTJ,Commander,38,14,14th voted out,10,3
710,Survivor: Africa,3,Kim Johnson,Kim J.,56,56-65,Oyster Bay,New York,40.7501803,-73.49347959265361,ISFJ,Defender,39,15,Runner-up,0,2
711,Survivor: Africa,3,Ethan Zohn,Ethan,27,26-35,Lexington,Massachusetts,42.4473175,-71.2245003,ISFP,Adventurer,39,16,Sole Survivor,0,1
712,Survivor: The Australian Outback,2,Debb Eaton,Debb,45,36-45,Milan,New Hampshire,44.573839,-71.185226,ISFP,Adventurer,3,1,1st voted out,7,0
713,Survivor: The Australian Outback,2,Kel Gleason,Kel,32,26-35,Fort Hood,Texas,31.20143875,-97.77175781353557,ISTJ,Logistician,6,2,2nd voted out,7,0
714,Survivor: The Australian Outback,2,Maralyn Hershey,Maralyn,51,46-55,Wakefield,Virginia,36.9682101,-76.9896882,ESTP,Entrepreneur,9,3,3rd voted out,5,0
715,Survivor: The Australian Outback,2,Mitchell Olson,Mitchell,23,16-25,Union City,New Jersey,40.7795455,-74.0237512,ENFP,Campaigner,12,4,4th voted out,6,0
716,Survivor: The Australian Outback,2,Kimmi Kappenberg,Kimmi,27,26-35,Ronkonkoma,New York,40.8153761,-73.112333,ENFP,Campaigner,15,5,5th voted out,6,0
717,Survivor: The Australian Outback,2,Michael Skupin,Michael,38,36-45,White Lake,Michigan,42.6916964,-83.5541098,ESFJ,Consul,17,6,Medically evacuated,0,0
718,Survivor: The Australian Outback,2,Jeff Varner,Jeff,34,26-35,Manhattan,New York,40.7896239,-73.9598939,ENFP,Campaigner,21,7,6th voted out,11,0
719,Survivor: The Australian Outback,2,Alicia Calaway,Alicia,32,26-35,Manhattan,New York,40.7896239,-73.9598939,ESTJ,Executive,24,8,7th voted out,5,0
720,Survivor: The Australian Outback,2,Jerri Manthey,Jerri,30,26-35,Los Angeles,California,34.0536909,-118.242766,ESFP,Entertainer,27,9,8th voted out,12,0
721,Survivor: The Australian Outback,2,Nick Brown,Nick,23,16-25,Steilacoom,Washington,47.1703692,-122.5962874,ISTJ,Logistician,30,10,9th voted out,4,1
722,Survivor: The Australian Outback,2,Amber Brkich,Amber,22,16-25,Beaver,Pennsylvania,40.6953896,-80.3047887,ISFP,Adventurer,33,11,10th voted out,6,0
723,Survivor: The Australian Outback,2,Rodger Bingham,Rodger,53,46-55,Crittenden,Kentucky,38.7828437,-84.6052206,ISFJ,Defender,36,12,11th voted out,5,0
724,Survivor: The Australian Outback,2,Elisabeth Filarski,Elisabeth,23,16-25,Newton,Massachusetts,42.3370414,-71.2092214,INFP,Mediator,39,13,12th voted out,5,0
725,Survivor: The Australian Outback,2,Keith Famie,Keith,40,36-45,West Bloomfield,Michigan,42.575186,-83.29398114814815,ESTJ,Executive,41,14,13th voted out,10,2
726,Survivor: The Australian Outback,2,Colby Donaldson,Colby,26,26-35,Dallas,Texas,32.7762719,-96.7968559,ISTP,Virtuoso,39,15,Runner-up,9,5
727,Survivor: The Australian Outback,2,Tina Wesson,Tina,40,36-45,Knoxville,Tennessee,35.9603948,-83.9210261,ESFJ,Consul,39,16,Sole Survivor,0,0
728,Survivor: Borneo,1,Sonja Christopher,Sonja,63,56-65,Walnut Creek,California,37.9020731,-122.0618702,ENFP,Campaigner,3,1,1st voted out,4,0
729,Survivor: Borneo,1,B.B. Anderson,B.B.,64,56-65,Mission Hills,Kansas,39.0177834,-94.6169014,ESTJ,Executive,6,2,2nd voted out,6,0
730,Survivor: Borneo,1,Stacey Stillman,Stacey,27,26-35,San Francisco,California,37.7790262,-122.419906,ENTJ,Commander,9,3,3rd voted out,6,0
731,Survivor: Borneo,1,Ramona Gray,Ramona,29,26-35,Edison,New Jersey,40.5382375,-74.39451734508772,ISTJ,Logistician,12,4,4th voted out,6,0
732,Survivor: Borneo,1,Dirk Been,Dirk,23,16-25,Spring Green,Wisconsin,43.1769367,-90.0680478,ISFP,Adventurer,15,5,5th voted out,4,0
733,Survivor: Borneo,1,Joel Klug,Joel,27,26-35,Sherwood,Arkansas,34.8150907,-92.2243153,ESTJ,Executive,18,6,6th voted out,4,0
734,Survivor: Borneo,1,Gretchen Cordy,Gretchen,38,36-45,Clarksville,Tennessee,36.5277607,-87.3588703,ESFJ,Consul,21,7,7th voted out,4,0
735,Survivor: Borneo,1,Greg Buis,Greg,24,16-25,Gold Hill,Colorado,40.0630415,-105.4041612,INTP,Logician,24,8,8th voted out,6,1
736,Survivor: Borneo,1,Jenna Lewis,Jenna,22,16-25,Franklin,New Hampshire,43.4442432,-71.6472988,ENFP,Campaigner,27,9,9th voted out,11,0
737,Survivor: Borneo,1,Gervase Peterson,Gervase,30,26-35,Willingboro,New Jersey,40.0278894,-74.8690542,ESTP,Entrepreneur,30,10,10th voted out,6,1
738,Survivor: Borneo,1,Colleen Haskell,Colleen,23,16-25,Miami Beach,Florida,25.7929198,-80.1353006,INFP,Mediator,33,11,11th voted out,7,0
739,Survivor: Borneo,1,Sean Kenniff,Sean,30,26-35,Carle Place,New York,40.750241,-73.61187491661425,INTP,Logician,36,12,12th voted out,9,0
740,Survivor: Borneo,1,Susan Hawk,Susan,38,36-45,Palmyra,Wisconsin,42.8777882,-88.5862122,ESTP,Entrepreneur,37,13,13th voted out,7,0
741,Survivor: Borneo,1,Rudy Boesch,Rudy,72,66 and older,Virginia Beach,Virginia,36.8529841,-75.9774183,ISTJ,Logistician,38,14,14th voted out,8,1
742,Survivor: Borneo,1,Kelly Wiglesworth,Kelly,22,16-25,Kernville,California,35.7330735,-118.43394593561493,ISFP,Adventurer,39,15,Runner-up,0,4
743,Survivor: Borneo,1,Richard Hatch,Richard,39,36-45,Newport,Rhode Island,41.4899827,-71.3137707,ENTP,Debater,39,16,Sole Survivor,6,1
